id,direccion
1361,JUAN B. AMBROSETTI 720
1366,CARHUE 40
1368,AV CABILDO 3834
1370,COMBATE DE LOS POZOS 348
1374,AV SANTA FE 4024
1376,AV DIRECTORIO 280
1377,AV ENTRE RÍOS 299
1378,AV CORDOBA 2351
1379,AV DIRECTORIO 2900
1380,AV VARELA 1306
1381,ARABE SIRIA 3193
1382,AV CASTAÑARES 4650
1386,HUMBERTO PRIMO 434
1390,DIAGONAL ROQUE SAENZ PEÑA 910
1390,JOSE E. RODO 4305
1391,MARIANO ACOSTA 683
1392,J. RAMIREZ DE VELAZCO 240
1392,LAMBARE 1076
1395,AV INDEPENDENCIA 3830
1396,ALMAFUERTE 399
1396,AV FEDERICO LACROZE 2278
1396,AV FEDERICO LACROZE 2599
1397,AV ALVAREZ JONTE 3721
1398,AV SAENZ 883
1405,CUENCA 2581
1410,AV LAS HERAS 2699
1412,AV PTE. FIGUEROA ALCORTA 2263
1415,Monroe 4402
1416,AV DIRECTORIO 4549
1417,EMILIO MITRE 900
1421,AV SOLDADO DE LA FRONTERA 4951
1422,AV SANTA FE 4486
1423,AV ALVAREZ JONTE 4886
1423,GUEMES 4799
1423,PARERA 57
1426,AV ENTRE RIOS 742
1428,AV FEDERICO LACROZE 1701
1432,AV CASEROS 2980
1432,AV CRISOLOGO LARRALDE 4597
1433,AV CORRIENTES 6042
1437,AV CORDOBA 2600
1437,AV DE LOS INCAS 4892
1437,BURELA 2897
1437,GUAMINI 4867
1437,HIPOLITO YRIGOYEN 1900
1438,AV LIBERTADOR 6068
1439,AV CABILDO 3399
1442,MAURE 1615
1446,AV RIVADAVIA 5444
1447,AV DE LOS CONSTITUYENTES 6117
1447,AV MEDRANO 351
1447,GUEMES 3732
1448,AV CABILDO 1566
1448,RAMALLO 2802
1449,Monroe 2703
1450,AV DE LOS CONSTITUYENTES 6163
1450,AV SEGUROLA 1574
1452,AV PUEYRREDON 1428
1455,MONTES DE OCA 444
1456,AV CORRIENTES 6169
1456,MONROE 5080
1457,SANTOS DUMONT 3448
1461,SAN MARTIN DE TOURS 2976
1464,ROJAS 599
1465,AV ALVAREZ JONTE 5402
1466,AV CORRIENTES 3220
1466,AV FEDERICO LACROZE 3883
1466,AV JOSE MARIA MORENO 99
1467,ALBARRACIN 1551
1468,AV IRIARTE 3299
1469,AV CALLAO 602
1469,AV DIRECTORIO 1902
1471,AV SANTA FE 3089
1477,BENITO PEREZ GALDOS 388
1483,ANGEL J CARRANZA 2388
1483,SAN MARTIN DE TOURS 2952
1484,AV RIVADAVIA 9406
1484,NAZCA 4392
1485,AV CALLAO 477
1491,MONTES DE OCA 894
1492,AV CABILDO 3210
1492,AV LA PLATA 793
1494,PARAGUAY 2387
1494,TENIENTE GENERAL JUAN D PERON 2200
1497,A. J. CARRANZA 2002
1497,AV SALVADOR MARIA DEL CARRIL 2916
1499,AV CORRIENTES 3687
1500,AV FEDERICO LACROZE 1810
1501,AV MEDRANO 6
1505,AV TRIUNVIRATO 3931
1506,AV INDEPENDENCIA 3002
1506,AV JUAN B.ALBERDI 2800
1507,AV FEDERICO LACROZE 4181
1507,AV RIVADAVIA 4953
1508,AV CORRIENTES 3247
1509,TALCAHUANO 750
1515,AV JUJUY 601
1516,AV J. DE GARAY 3101
1516,PORTELA 2975
1519,LAVALLE 1702
1519,MONTES DE OCA 898
1520,PERDRIEL 74
1522,AV INDEPENDENCIA 2199
1522,MATHEU 1720
1523,HONORIO PUEYRREDON 1400
1524,AV TRIUNVIRATO 4101
1524,BERMUDEZ 2461
1524,LARREA 252
1527,AV INDEPENDENCIA 2002
1528,AV BELGRANO 1303
1529,GASCON 632
1531,ARENALES 1302
1532,AV LUIS MARIA CAMPOS 1267
1532,AV RIESTRA 6148
1536,AV PUEYRREDON 1109
1536,YRIGOYEN HIPOLITO 1476
1539,PINTO 3899
1541,AV CERVINO 4860
1542,AV OLAZABAL 5362
1543,AV RIVADAVIA 8302
1546,AV FEDERICO LACROZE 3160
1546,HIPOLITO YRIGOYEN 3331
1547,AV LA PLATA 2401
1549,AV CASEROS 554
1549,RIVADAVIA AV. 1911
1551,TENIENTE GENERAL JUAN D PERON 4101
1557,AV RIVADAVIA 2202
1561,DR. T.M. DE ANCHORENA 1737
1561,GUEMES 4102
1562,AV CABILDO 499
1563,RAMOS MEJIA 905
1564,RAUL SCALABRINI ORTIZ 2847
1565,AV DE MAYO 1129
1565,AV OLAZABAL 5297
1565,JUNCAL 2116
1568,JOSE HERNANDEZ 2237
1569,AV BELGRANO 3002
1571,AV AVELLANEDA 3879
1571,RIOBAMBA 923
1572,AV RIVADAVIA 10500
1572,GODOY CRUZ 2771
1573,COCHABAMBA 710
1573,DEL BARCO CENTENERA 151
1574,"YRIGOYEN, HIPOLITO 2772"
1575,BARZANA 1852
1576,AV DIAZ VELEZ 5079
1576,SANABRIA 2898
1577,AV RIVADAVIA 11552
1577,BERUTI 3300
1579,AV TRIUNVIRATO 4900
1582,CERRITO 1044
1591,JUAN B. ALBERDI AV 5602
1592,AV REGIMIENTO DE PATRICIOS 101
1596,AV OLAZABAL 4577
1597,AV WARNES 2707
1598,PIEDRAS 1012
1599,AV CORDOBA 533
1600,AV CORDOBA 1402
1604,MAIPU 738
1604,TEODORO GARCIA 2377
1605,MIGUELETES 961
1610,AV CALLAO 45
1612,AV LOPE DE VEGA 3537
1612,HIPOLITO YRIGOYEN 1280
1613,AV EVA PERON 4894
1614,AV SAN MARTIN 6199
1617,AV RIVADAVIA 1581
1619,JUAN B. ALBERDI AV 593
1623,BRASIL 1201
1628,AV NAZCA 1341
1628,AV SANTA FE 1295
1629,AV ASAMBLEA 1102
1629,AV ENTRE RIOS 2177
1629,TENIENTE GENERAL JUAN D PERON 3732
1630,AV JUAN B. JUSTO 3485
1634,AVALOS 1554
1634,CHILE 700
1636,LIBERTAD 804
1642,MANUEL UGARTE 2168
1643,PEDERNERA 119
1645,AV FEDERICO LACROZE 4125
1645,MARCELO T. DE ALVEAR 1526
1646,AV RIVADAVIA 6884
1647,AV BELGRANO 2199
1647,LAVALLE 919
1652,CARLOS CALVO 1500
1654,MANSILLA 2801
1655,SAN JOSE 321
1656,AV GAONA 3390
1658,JURAMENTO 2741
1660,MARCELO T. DE ALVEAR 2408
1663,AV BOEDO 953
1666,25 DE MAYO 222
1667,AV CORDOBA 685
1674,AV GRAL. MOSCONI 2799
1674,AV SAENZ 1181
1676,BARTOLOME MITRE 3545
1678,AV SEGUROLA 738
1683,BARTOLOME MITRE 3501
1684,AV RIVADAVIA 2952
1684,AV SAENZ 885
1684,CHENAUT 1816
1687,ARENALES 1230
1690,AV DEL BARCO CENTENERA 3111
1692,NOGOYA 4418
1692,OLAVARRIA 443
1693,ARENALES 917
1693,AV CORDOBA 2064
1693,AV RIVADAVIA 2215
1696,TACUARI 1302
1697,AV RIVADAVIA 6151
1700,ADOLFO ALSINA 2701
1700,AV LA PLATA 586
1702,AV DIRECTORIO 2001
1705,SARMIENTO 1302
1706,H. YRIGOYEN 2251
1706,MARCELO T. DE ALVEAR 2301
1707,AV LAS HERAS 2902
1709,AV MEDRANO 533
1713,AZCUENAGA 1009
1715,SARMIENTO 3499
1717,AUSTRIA 2270
1717,AV ELCANO 3102
1717,PEPIRI 1501
1719,MONTEVIDEO 877
1721,AV ALMAFUERTE 27
1723,AV CORDOBA 3902
1723,MORENO 1559
1723,VICENTE LOPEZ 1701
1724,COSTA RICA 4799
1724,TEODORO GARCIA 2902
1725,AV GAONA 1486
1727,AV BELGRANO 602
1729,AV GAONA 2197
1730,AV DE MAYO 1102
1730,AV MONROE 3592
1730,AV PEDRO GOYENA 1383
1731,AV RAUL SCALABRINI ORTIZ 840
1732,TUCUMAN 701
1735,VIDAL 1784
1736,AV ASAMBLEA 500
1736,SARMIENTO 4449
1738,AMENABAR 2375
1738,AV ALVAREZ THOMAS 1475
1742,VIAMONTE 575
1750,AV REGIMIENTO DE PATRICIOS 935
1754,AV FERNANDEZ DE ENCISO 4408
1754,ESPINOSA 2005
1756,ALICIA MOREAU DE JUSTO 146
1756,AV INDEPENDENCIA 4001
1756,AV JUAN B. ALBERDI 787
1761,AV INDEPENDENCIA 980
1761,MORENO 461
1762,ADOLFO ALSINA 1874
1764,AV CORRIENTES 5541
1768,ESMERALDA 599
1768,LA PLATA 96
1769,MARIANO ACHA 2719
1770,CARLOS PELLEGRINI 559
1771,AV INDEPENDENCIA 2700
1774,AV CORRIENTES 3920
1774,AV GAONA 2570
1774,AV JUJUY 120
1775,AV JUAN B. ALBERDI 5281
1777,AV ALVAREZ JONTE 2311
1777,AV DIAZ VELEZ 5502
1778,AV J. DE GARAY 1221
1778,TRES ARROYOS 2060
1780,AV RAUL SCALABRINI ORTIZ 1751
1780,AV TRIUNVIRATO 3602
1781,GUEMES 3002
1782,AV SEGUROLA 296
1782,TUCUMAN 1391
1785,AV EVA PERON 4940
1789,AV PUEYRREDON 1719
1789,AV SAN JUAN 2000
1789,VIEDMA FRANCISCO DE 6967
1793,BAIGORRIA 4601
1794,SANABRIA 1880
1795,AV CORDOBA 4899
1799,AV SAN MARTIN 1854
1800,ESPINOSA 1634
1801,AV RIVADAVIA 10100
1802,AV JOSE MARIA MORENO 690
1803,ACASSUSO 6384
1805,AV CABILDO 3999
1805,SALTA 1899
1807,AV GAONA 1851
1807,PARAGUAY 5002
1808,IBARROLA 7298
1808,MORENO 2202
1808,RIO CUARTO 2400
1809,AV BELGRANO 3802
1809,MEDRANO 1773
1810,AV CARABOBO 206
1813,FRANCISCO BILBAO 3799
1814,AV NAZCA 2168
1815,AV CERVINO 4716
1815,AV EVA PERON 3501
1815,MONROE 4990
1817,AV PUEYRREDON 539
1818,AV CABILDO 2151
1818,AV CONGRESO 2520
1820,AV BEIRO FRANCISCO 4594
1823,ALICIA MOREAU DE JUSTO 350
1823,AV CORRIENTES 5801
1824,CURAPALIGÜE 896
1824,LAVALLE 1790
1826,AV LISANDRO DE LA TORRE 2101
1826,TENIENTE GENERAL JUAN D PERON 1379
1829,AV RIVADAVIA 7222
1829,BACACAY 2357
1830,MARCELO T. DE ALVEAR 2045
1831,AV CORRIENTES 301
1831,AV DE LOS INMIGRANTES 2509
1831,AV TRIUNVIRATO 4451
1833,AV DEL LIBERTADOR 5390
1835,IBERA 5850
1836,MANSILLA 2601
1837,AV J. DE GARAY 4144
1838,VIRREY DEL PINO
1839,AV RIVADAVIA 7283
1840,AV DE LOS CONSTITUYENTES 6020
1841,AV EVA PERON 3587
1841,MONROE 2802
1843,CIUDAD DE LA PAZ 3299
1845,AV RAUL SCALABRINI ORTIZ 14
1845,AV RIVADAVIA 11420
1850,Melian 2502
1851,AV DE LOS CORRALES 6801
1852,ADOLFO ALSINA 1801
1854,AV DIAZ VELEZ 4764
1855,AV LACARRA 1302
1859,COMBATE DE LOS POZOS 77
1860,AV RIVADAVIA 3254
1864,AV LUIS MARIA CAMPOS 751
1866,AV RIVADAVIA 3284
1867,AV CORRIENTES 480
1873,AV CORDOBA 3381
1876,AV PRESIDENTE  QUINTANA 392
1878,NOGOYA 3141
1883,MATIENZO BENJAMIN 1714
1883,VIRREY DEL PINO 2416
1884,ESTADOS UNIDOS 1518
1885,AV ENTRE RIOS 732
1889,AV CARABOBO 1611
1891,ECUADOR 918
1893,PARAGUAY 1402
1894,AV CALLAO 27
1896,AV CORONEL DIAZ 2427
1896,AV GAONA 3099
1897,AV SANTA FE 4538
1897,MONROE 2101
1898,AV ENTRE RIOS 1177
1902,AV SANTA FE 3878
1905,CAMPANA 2502
1906,AV ALMTE. BROWN 1222
1908,VENTURA DE LA VEGA 3697
1911,AV ESTADO DE ISRAEL 4601
1913,AV RAUL SCALABRINI ORTIZ 2199
1915,AV DEL LIBERTADOR 8140
1916,AV CRISOLOGO LARRALDE 3711
1916,BARTOLOME MITRE 2390
1917,AV SAN MARTIN 7277
1918,AV SAN JUAN 546
1918,CERRITO 1054
1919,AV LIBERTADOR 6285
1921,TENIENTE GENERAL JUAN D PERON 2100
1922,AV CABILDO 799
1927,CARLOS CALVO 3601
1929,AV DIRECTORIO 4799
1930,AV SAENZ 895
1931,AV CORDOBA 1701
1931,"CABEZON, JOSE LEON 3609"
1931,RIGLOS 277
1932,BRASIL 1223
1932,CERRITO 1174
1932,CONSTITUCION 1250
1933,TENIENTE GENERAL JUAN D PERON 2319
1935,AV CASEROS 2032
1936,PIEDRAS 88
1936,TUCUMAN 3253
1937,AV CORDOBA 4601
1939,AV GAONA 3004
1939,PARAGUAY 3950
1940,AV ALVAREZ THOMAS 1555
1941,YERBAL
1944,JOSE HERNANDEZ 2711
1945,AV RIVADAVIA 5396
1946,AV JUAN B. JUSTO 4995
1946,AV LOPE DE VEGA 2965
1946,AV SEGUROLA 1602
1947,AV CONSTITUYENTES 3601
1948,AV BELGRANO 3101
1949,VUELTA DE OBLIGADO
1951,AV CABILDO 1201
1954,BESARES 2299
1955,AV SANTA FE 2936
1957,JERONIMO SALGUERO 1845
1959,TUCUMAN 918
1961,AV EVA PERON 5862
1961,LIBERTAD 861
1962,ACASSUSO 6392
1963,JURAMENTO 1687
1964,AV CABILDO 4001
1965,MORENO 636
1967,JOSE PEDRO VARELA 4720
1968,AV RIVADAVIA 6390
1968,SANTIAGO DEL ESTERO 121
1969,AV FEDERICO LACROZE 3322
1969,AV SAN MARTIN 2399
1972,AV LOPE DE VEGA 580
1973,AV GRAL. MOSCONI 3140
1973,AVELLANEDA 896
1974,25 DE MAYO 530
1975,AV LEANDRO N. ALEM 348
1977,AMADEO JACQUES 6999
1977,AV BELGRANO 1314
1979,AV CALLAO 2002
1981,AV RIVADAVIA 4634
1985,CARLOS PELLEGRINI 1091
1986,CUENCA 1398
1986,FERNANDEZ DE ENCISO 3979
1986,LAVALLE 2000
1987,AV ASAMBLEA 826
1989,ARMENIA 2217
1991,AV RIVADAVIA 7496
1994,URUGUAY 984
1997,AV BOEDO 783
1998,MAIPU 501
1998,RIOBAMBA 261
1999,AV CORRIENTES 3326
1999,AV PEDRO GOYENA 1176
1999,ROMULO NAON 2186
2000,AV ELCANO 3501
